Change Component Footprint: Designator=C35 Old Footprint=0402 New Footprint=0603
Change Component Footprint: Designator=C36 Old Footprint=0402 New Footprint=0603
Change Component Footprint: Designator=C25 Old Footprint=1206 New Footprint=0402
Change Component Footprint: Designator=P1 Old Footprint=HDR1X4 New Footprint=JST- 4X - 1.5
Change Component Comment : Designator=P1 Old Comment=Header 4 New Comment=JST-1.5-4x
Change component parameters: Designator = "C25" ("C25"); Footprint = "1206"; UniqueID = "\RWMQQUBJ" ("\RWMQQUBJ")
Change component parameters (AddParameter): Name = "BOMString"; Value = "100 nF 100V ±10% 0402"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Capacitance"; Value = "100 nF"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Dielectric"; Value = "X5R"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "HelpURL"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "HQ Part"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "MURATA"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Name"; Value = "GRM155R62A104KE14D"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Tolerance"; Value = "±10%"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Voltage"; Value = "100V"; VariantName = "[No Variations]"
Change component parameters: Designator = "C35" ("C35"); Footprint = "0402"; UniqueID = "\ZFMYOEXR" ("\ZFMYOEXR")
Change component parameters (AddParameter): Name = "BOMString"; Value = "220 nF 25 ±10% 0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Capacitance"; Value = "220 nF"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Dielectric"; Value = "X7R"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "HelpURL"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "HQ Part"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "CCTC"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Name"; Value = "TCC0402X7R224K250AT"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Tolerance"; Value = "±10%"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Voltage"; Value = "25"; VariantName = "[No Variations]"
Change component parameters: Designator = "C36" ("C36"); Footprint = "0402"; UniqueID = "\EMIVDVCS" ("\EMIVDVCS")
Change component parameters (AddParameter): Name = "BOMString"; Value = "220 nF 25 ±10% 0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Capacitance"; Value = "220 nF"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Dielectric"; Value = "X7R"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "HelpURL"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "HQ Part"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "CCTC"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Name"; Value = "TCC0402X7R224K250AT"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Tolerance"; Value = "±10%"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Voltage"; Value = "25"; VariantName = "[No Variations]"
Change component parameters: Designator = "C28" ("C28"); Footprint = "0402"; UniqueID = "\LHPZITGX" ("\LHPZITGX")
Change component parameters (AddParameter): Name = "BOMString"; Value = "2.2?F 16V 20% 0402"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Capacitance"; Value = "2.2?F"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Dielectric"; Value = "X5R"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "HelpURL"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "HQ Part"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "FH"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Name"; Value = "0402X225M160NT"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Parameter 1"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Tolerance"; Value = "20%"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Voltage"; Value = "16V"; VariantName = "[No Variations]"
Change component parameters: Designator = "C10" ("C10"); Footprint = "0402"; UniqueID = "\DBSIYKDP" ("\DBSIYKDP")
Change component parameters (AddParameter): Name = "BOMString"; Value = " 1 µF 16V ±10% 0402"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Capacitance"; Value = " 1 µF"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Dielectric"; Value = "X5R"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "HelpURL"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "HQ Part"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "Yageo"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Name"; Value = "CC0402KRX5R7BB105"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Tolerance"; Value = "±10%"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Voltage"; Value = "16V"; VariantName = "[No Variations]"
Change component parameters: Designator = "C12" ("C12"); Footprint = "0402"; UniqueID = "\HFSFIPEZ" ("\HFSFIPEZ")
Change component parameters (AddParameter): Name = "BOMString"; Value = " 1 µF 16V ±10% 0402"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Capacitance"; Value = " 1 µF"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Dielectric"; Value = "X5R"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "HelpURL"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "HQ Part"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "Yageo"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Name"; Value = "CC0402KRX5R7BB105"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Tolerance"; Value = "±10%"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Voltage"; Value = "16V"; VariantName = "[No Variations]"
Change component parameters: Designator = "P1" ("P1"); Footprint = "HDR1X4"; UniqueID = "\OITRVIJL" ("\OITRVIJL")
Added Component: Designator=J4(XT30U-M)
Added Component: Designator=P2(JST- 4X - 1.5)
Added Component: Designator=SW1(SMD 2.9x5.4mm)
Added Component: Designator=SW2(SMD 2.9x5.4mm)
Added Pin To Net: NetName=GND Pin=C1-1
Added Pin To Net: NetName=NRST Pin=C1-2
Added Pin To Net: NetName=O_OUT Pin=C2-1
Added Pin To Net: NetName=GND_D Pin=C2-2
Added Pin To Net: NetName=O_IN Pin=C3-1
Added Pin To Net: NetName=GND_D Pin=C3-2
Added Pin To Net: NetName=GND Pin=C4-1
Added Pin To Net: NetName=3.3V Pin=C4-2
Added Pin To Net: NetName=GND Pin=C5-1
Added Pin To Net: NetName=3.3V Pin=C5-2
Added Pin To Net: NetName=GND Pin=C6-1
Added Pin To Net: NetName=5V Pin=C6-2
Added Pin To Net: NetName=GND Pin=C7-1
Added Pin To Net: NetName=3.3V Pin=C7-2
Added Pin To Net: NetName=GND Pin=C8-1
Added Pin To Net: NetName=3.3V Pin=C8-2
Added Pin To Net: NetName=GND Pin=C9-1
Added Pin To Net: NetName=3.3V Pin=C9-2
Added Pin To Net: NetName=3.3V Pin=C10-1
Added Pin To Net: NetName=GND Pin=C10-2
Added Pin To Net: NetName=GND Pin=C11-1
Added Pin To Net: NetName=3.3V Pin=C11-2
Added Pin To Net: NetName=3.3V Pin=C12-1
Added Pin To Net: NetName=GND Pin=C12-2
Added Pin To Net: NetName=GND Pin=C13-1
Added Pin To Net: NetName=3.3V Pin=C13-2
Added Pin To Net: NetName=5V Pin=C14-1
Added Pin To Net: NetName=GND Pin=C14-2
Added Pin To Net: NetName=48V Pin=C15-1
Added Pin To Net: NetName=GND Pin=C15-2
Added Pin To Net: NetName=48V Pin=C16-1
Added Pin To Net: NetName=GND Pin=C16-2
Added Pin To Net: NetName=48V Pin=C17-1
Added Pin To Net: NetName=GND Pin=C17-2
Added Pin To Net: NetName=3.3V Pin=C18-1
Added Pin To Net: NetName=GND Pin=C18-2
Added Pin To Net: NetName=BUCK1_SW Pin=C19-1
Added Pin To Net: NetName=BUCK1_CB Pin=C19-2
Added Pin To Net: NetName=BUCK2_SW Pin=C20-1
Added Pin To Net: NetName=BUCK2_BOOT Pin=C20-2
Added Pin To Net: NetName=12V Pin=C21-1
Added Pin To Net: NetName=GND Pin=C21-2
Added Pin To Net: NetName=5V Pin=C22-1
Added Pin To Net: NetName=GND Pin=C22-2
Added Pin To Net: NetName=12V Pin=C23-1
Added Pin To Net: NetName=GND Pin=C23-2
Added Pin To Net: NetName=5V Pin=C24-1
Added Pin To Net: NetName=GND Pin=C24-2
Added Pin To Net: NetName=12V Pin=C25-1
Added Pin To Net: NetName=GND Pin=C25-2
Added Pin To Net: NetName=GND Pin=C26-1
Added Pin To Net: NetName=NetC26_2 Pin=C26-2
Added Pin To Net: NetName=GND Pin=C27-1
Added Pin To Net: NetName=GND Pin=C27-2
Added Pin To Net: NetName=GND Pin=C28-1
Added Pin To Net: NetName=5VOUT Pin=C28-2
Added Pin To Net: NetName=GND Pin=C29-1
Added Pin To Net: NetName=12VOUT Pin=C29-2
Added Pin To Net: NetName=GND Pin=C30-1
Added Pin To Net: NetName=3.3V Pin=C30-2
Added Pin To Net: NetName=CPO Pin=C31-1
Added Pin To Net: NetName=CPI Pin=C31-2
Added Pin To Net: NetName=VCP Pin=C32-1
Added Pin To Net: NetName=48V Pin=C32-2
Added Pin To Net: NetName=CB1 Pin=C33-1
Added Pin To Net: NetName=A2 Pin=C33-2
Added Pin To Net: NetName=CA2 Pin=C34-1
Added Pin To Net: NetName=B1 Pin=C34-2
Added Pin To Net: NetName=CB2 Pin=C35-1
Added Pin To Net: NetName=A1 Pin=C35-2
Added Pin To Net: NetName=CA1 Pin=C36-1
Added Pin To Net: NetName=B2 Pin=C36-2
Added Pin To Net: NetName=48V Pin=C39-1
Added Pin To Net: NetName=GND Pin=C39-2
Added Pin To Net: NetName=48V Pin=C40-1
Added Pin To Net: NetName=GND Pin=C40-2
Added Pin To Net: NetName=GND Pin=C41-1
Added Pin To Net: NetName=48V Pin=C41-2
Added Pin To Net: NetName=GND Pin=C42-1
Added Pin To Net: NetName=48V Pin=C42-2
Added Pin To Net: NetName=GND Pin=C43-1
Added Pin To Net: NetName=48V Pin=C43-2
Added Pin To Net: NetName=GND Pin=C44-1
Added Pin To Net: NetName=A2 Pin=C44-2
Added Pin To Net: NetName=GND Pin=C45-1
Added Pin To Net: NetName=B2 Pin=C45-2
Added Pin To Net: NetName=GND Pin=C46-1
Added Pin To Net: NetName=A1 Pin=C46-2
Added Pin To Net: NetName=GND Pin=C47-1
Added Pin To Net: NetName=B1 Pin=C47-2
Added Pin To Net: NetName=CAN_FD_RX Pin=C_RX1-1
Added Pin To Net: NetName=CAN_FD_TX Pin=C_TX1-1
Added Pin To Net: NetName=5V Pin=D1-1
Added Pin To Net: NetName=NetD1_2 Pin=D1-2
Added Pin To Net: NetName=D_N Pin=D2-1
Added Pin To Net: NetName=GND Pin=D2-2
Added Pin To Net: NetName=D_P Pin=D2-3
Added Pin To Net: NetName=D_P Pin=D2-4
Added Pin To Net: NetName=NetD1_2 Pin=D2-5
Added Pin To Net: NetName=D_N Pin=D2-6
Added Pin To Net: NetName=CAN_P Pin=D3-1
Added Pin To Net: NetName=CAN_N Pin=D3-2
Added Pin To Net: NetName=GND Pin=D3-3
Added Pin To Net: NetName=BUCK1_SW Pin=D4-1
Added Pin To Net: NetName=P_GND Pin=D4-2
Added Pin To Net: NetName=G1 Pin=D5-1
Added Pin To Net: NetName=G2 Pin=D5-3
Added Pin To Net: NetName=LB2 Pin=D5-4
Added Pin To Net: NetName=HB2 Pin=D5-6
Added Pin To Net: NetName=G3 Pin=D6-1
Added Pin To Net: NetName=G4 Pin=D6-3
Added Pin To Net: NetName=HB1 Pin=D6-4
Added Pin To Net: NetName=LB1 Pin=D6-6
Added Pin To Net: NetName=G1_2 Pin=D7-1
Added Pin To Net: NetName=G2_2 Pin=D7-3
Added Pin To Net: NetName=LA2 Pin=D7-4
Added Pin To Net: NetName=HA2 Pin=D7-6
Added Pin To Net: NetName=G3_2 Pin=D8-1
Added Pin To Net: NetName=G4_2 Pin=D8-3
Added Pin To Net: NetName=HA1 Pin=D8-4
Added Pin To Net: NetName=LA1 Pin=D8-6
Added Pin To Net: NetName=GND Pin=J1-A1B12
Added Pin To Net: NetName=NetD1_2 Pin=J1-A4B9
Added Pin To Net: NetName=NetJ1_A5 Pin=J1-A5
Added Pin To Net: NetName=D_P Pin=J1-A6
Added Pin To Net: NetName=D_N Pin=J1-A7
Added Pin To Net: NetName=NetD1_2 Pin=J1-A9B4
Added Pin To Net: NetName=GND Pin=J1-A12B1
Added Pin To Net: NetName=NetJ1_B5 Pin=J1-B5
Added Pin To Net: NetName=D_P Pin=J1-B6
Added Pin To Net: NetName=D_N Pin=J1-B7
Added Pin To Net: NetName=CAN_P Pin=J2-1
Added Pin To Net: NetName=CAN_N Pin=J2-2
Added Pin To Net: NetName=CAN_P Pin=J3-1
Added Pin To Net: NetName=CAN_N Pin=J3-2
Added Pin To Net: NetName=48V Pin=J4-1
Added Pin To Net: NetName=GND Pin=J4-2
